tweet_id,timestamp,source,expanded_urls,name,breed,text,jpg_url,rating_numerator,rating_denominator,retweet_count,favorite_count,dog_stage
667211855547486208,2015-11-19 05:24:37,Twitter for iPhone,https://twitter.com/dog_rates/status/667211855547486208/photo/1,Genevieve,Golden Retriever,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,9,10,209,419,None
667152164079423490,2015-11-19 01:27:25,Twitter for iPhone,https://twitter.com/dog_rates/status/667152164079423490/photo/1,Pipsy,Toy Poodle,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,12,10,14393,41627,None
667886921285246976,2015-11-21 02:07:05,Twitter for iPhone,https://twitter.com/dog_rates/status/667886921285246976/photo/1,Erik,Pomeranian,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,11,10,899,1623,None
667902449697558528,2015-11-21 03:08:47,Twitter for iPhone,https://twitter.com/dog_rates/status/667902449697558528/photo/1,Cleopatricia,Norwegian Elkhound,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,9,10,324,737,None
667915453470232577,2015-11-21 04:00:28,Twitter for iPhone,https://twitter.com/dog_rates/status/667915453470232577/photo/1,Otis,Boxer,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,10,10,46,181,None
666781792255496192,2015-11-18 00:55:42,Twitter for iPhone,https://twitter.com/dog_rates/status/666781792255496192/photo/1,N/A,Italian Greyhound,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,10,10,167,320,None
667924896115245057,2015-11-21 04:37:59,Twitter for iPhone,https://twitter.com/dog_rates/status/667924896115245057/photo/1,Jiminy,Labrador Retriever,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,9,10,95,260,None
668113020489474048,2015-11-21 17:05:31,Twitter for iPhone,https://twitter.com/dog_rates/status/668113020489474048/photo/1,Alfie,Pembroke,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,6,10,206,565,None
668171859951755264,2015-11-21 20:59:20,Twitter for iPhone,https://twitter.com/dog_rates/status/668171859951755264/photo/1,N/A,Chihuahua,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,7,10,159,415,None
668190681446379520,2015-11-21 22:14:07,Twitter for iPhone,https://twitter.com/dog_rates/status/668190681446379520/photo/1,Skittles,Blenheim Spaniel,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,12,10,169,563,None
668204964695683073,2015-11-21 23:10:52,Twitter for iPhone,https://twitter.com/dog_rates/status/668204964695683073/photo/1,Ron,Labrador Retriever,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,8,10,169,476,None
668221241640230912,2015-11-22 00:15:33,Twitter for iPhone,https://twitter.com/dog_rates/status/668221241640230912/photo/1,N/A,Chow,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,10,10,169,443,None
668237644992782336,2015-11-22 01:20:44,Twitter for iPhone,https://twitter.com/dog_rates/status/668237644992782336/photo/1,Torque,Chow,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,10,10,2374,5326,None
668248472370458624,2015-11-22 02:03:45,Twitter for iPhone,https://twitter.com/dog_rates/status/668248472370458624/photo/1,Bisquick,Chihuahua,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,8,10,400,817,None
668256321989451776,2015-11-22 02:34:57,Twitter for iPhone,https://twitter.com/dog_rates/status/668256321989451776/photo/1,Jareld,Pembroke,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,13,10,509,1128,None
668274247790391296,2015-11-22 03:46:11,Twitter for iPhone,https://twitter.com/dog_rates/status/668274247790391296/photo/1,Sophie,Soft-Coated Wheaten Terrier,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,10,10,194,704,None
666776908487630848,2015-11-18 00:36:17,Twitter for iPhone,https://twitter.com/dog_rates/status/666776908487630848/photo/1,Josep,Miniature Pinscher,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,5,10,147,298,None
666739327293083650,2015-11-17 22:06:57,Twitter for iPhone,https://twitter.com/dog_rates/status/666739327293083650/photo/1,Lugan,Miniature Poodle,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,10,10,59,203,None
666701168228331520,2015-11-17 19:35:19,Twitter for iPhone,https://twitter.com/dog_rates/status/666701168228331520/photo/1,N/A,Labrador Retriever,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,8,10,181,368,None
668268907921326080,2015-11-22 03:24:58,Twitter for iPhone,https://twitter.com/dog_rates/status/668268907921326080/photo/1,N/A,Pembroke,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,10,10,204,473,None
666082916733198337,2015-11-16 02:38:37,Twitter for iPhone,https://twitter.com/dog_rates/status/666082916733198337/photo/1,N/A,Pug,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,6,10,37,90,None
666094000022159362,2015-11-16 03:22:39,Twitter for iPhone,https://twitter.com/dog_rates/status/666094000022159362/photo/1,N/A,Bloodhound,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,9,10,63,139,None
666099513787052032,2015-11-16 03:44:34,Twitter for iPhone,https://twitter.com/dog_rates/status/666099513787052032/photo/1,N/A,Lhasa,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,8,10,53,131,None
666102155909144576,2015-11-16 03:55:04,Twitter for iPhone,https://twitter.com/dog_rates/status/666102155909144576/photo/1,N/A,English Setter,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,11,10,11,64,None
666273097616637952,2015-11-16 15:14:19,Twitter for iPhone,https://twitter.com/dog_rates/status/666273097616637952/photo/1,N/A,Italian Greyhound,Can take selfies 11/10 https://t.co/ws2AMaNwPW,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,11,10,66,149,None
666337882303524864,2015-11-16 19:31:45,Twitter for iPhone,https://twitter.com/dog_rates/status/666337882303524864/photo/1,N/A,Newfoundland,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,9,10,78,163,None
666345417576210432,2015-11-16 20:01:42,Twitter for iPhone,https://twitter.com/dog_rates/status/666345417576210432/photo/1,N/A,Golden Retriever,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,10,10,121,232,None
666353288456101888,2015-11-16 20:32:58,Twitter for iPhone,https://twitter.com/dog_rates/status/666353288456101888/photo/1,N/A,Malamute,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,8,10,56,171,None
666373753744588802,2015-11-16 21:54:18,Twitter for iPhone,https://twitter.com/dog_rates/status/666373753744588802/photo/1,N/A,Soft-Coated Wheaten Terrier,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,11,10,73,159,None
666396247373291520,2015-11-16 23:23:41,Twitter for iPhone,https://twitter.com/dog_rates/status/666396247373291520/photo/1,N/A,Chihuahua,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,9,10,66,146,None
666073100786774016,2015-11-16 01:59:36,Twitter for iPhone,https://twitter.com/dog_rates/status/666073100786774016/photo/1,N/A,Walker Hound,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,10,10,129,271,None
666407126856765440,2015-11-17 00:06:54,Twitter for iPhone,https://twitter.com/dog_rates/status/666407126856765440/photo/1,N/A,Black-And-Tan Coonhound,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,7,10,30,93,None
666421158376562688,2015-11-17 01:02:40,Twitter for iPhone,https://twitter.com/dog_rates/status/666421158376562688/photo/1,N/A,Blenheim Spaniel,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,12,10,90,266,None
